folio_incidente,fecha_registro_incidente,id_reporte,fecha_reporte,hora_reporte,clasificacion,reporte,medio_recepcion,alcaldia_catalogo,colonia_catalogo,longitud,latitud
I-20220102-0009,02/01/2022,R-20220102-0042,02/01/2022,11:08:25,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Nicolas Bravo,-99.1233282,19.4537407
I-20220102-0010,02/01/2022,R-20220102-0041,02/01/2022,11:06:29,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0011,02/01/2022,R-20220102-0040,02/01/2022,11:05:48,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 2a Seccion,-99.2338825,19.2909651
I-20220102-0012,02/01/2022,R-20220102-0039,02/01/2022,11:03:13,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Pueblo San Juan Tlihuaca,-99.2035909,19.4899372
I-20220102-0013,02/01/2022,R-20220102-0038,02/01/2022,11:00:02,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Campestre Churubusco,-99.1334549,19.3495919
I-20220102-0014,02/01/2022,R-20220102-0037,02/01/2022,10:59:50,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Unidad Santa Cruz Meyehualco,-99.0406316,19.3451488
I-20220102-0015,02/01/2022,R-20220102-0036,02/01/2022,10:55:14,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Federal,-99.0871438,19.4226511
I-20220102-0016,02/01/2022,R-20220102-0034,02/01/2022,10:51:31,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.167013,19.3233394
I-20220102-0017,02/01/2022,R-20220102-0033,02/01/2022,10:51:10,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Jardines Tecma,-99.1169471,19.3878093
I-20220102-0018,02/01/2022,R-20220102-0032,02/01/2022,10:48:33,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,San Angel Inn,-99.1975075,19.3489837
I-20220102-0019,02/01/2022,R-20220102-0031,02/01/2022,10:45:56,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Florida,-99.1787953,19.3604558
I-20220102-0020,02/01/2022,R-20220102-0030,02/01/2022,10:44:29,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Lomas De San Angel Inn,-99.2067884,19.3411507
I-20220102-0021,02/01/2022,R-20220102-0029,02/01/2022,10:43:42,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De Santa Ursula Xitla,-99.1819891,19.2722964
I-20220102-0022,02/01/2022,R-20220102-0028,02/01/2022,10:42:56,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2195719,19.3768348
I-20220102-0023,02/01/2022,R-20220102-0027,02/01/2022,10:37:35,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Cuauhtemoc,-99.1679601,19.4306805
I-20220102-0024,02/01/2022,R-20220102-0025,02/01/2022,10:31:24,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Miguel Hidalgo,Lomas De Chapultepec V Seccion,-99.2111268,19.4212328
I-20220102-0025,02/01/2022,R-20220102-0053,02/01/2022,13:51:42,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Benito Juarez,Del Valle Norte,-99.162143,19.401131
I-20220102-0026,02/01/2022,R-20220102-0058,02/01/2022,13:58:44,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Miguel Hidalgo,Tlaxpana,-99.1679286,19.4401173
I-20220102-0027,02/01/2022,R-20220102-0059,02/01/2022,14:00:37,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Aragon La Villa,-99.1147274,19.4785223
I-20220102-0028,02/01/2022,R-20220102-0060,02/01/2022,14:02:57,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Cuauhtemoc,Peralvillo,-99.1326108,19.4591374
I-20220102-0029,02/01/2022,R-20220102-0062,02/01/2022,14:05:43,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Venustiano Carranza,5to Tramo 20 De Noviembre,-99.1094928,19.4501047
I-20220102-0030,02/01/2022,R-20220102-0063,02/01/2022,14:08:13,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Benito Juarez,Portales Norte,-99.14561329,19.37121709
I-20220102-0031,02/01/2022,R-20220102-0065,02/01/2022,14:11:00,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Agricola Oriental,-99.0750347,19.3919707
I-20220102-0032,02/01/2022,R-20220102-0066,02/01/2022,14:13:58,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1556334,19.5210145
I-20220102-0033,02/01/2022,R-20220102-0064,02/01/2022,14:08:24,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Lomas De La Era,-99.2591238,19.3274802
I-20220102-0034,02/01/2022,R-20220102-0071,02/01/2022,14:25:43,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.0986612,19.4155408
I-20220102-0035,02/01/2022,R-20220102-0075,02/01/2022,14:31:39,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Tlalpan,Miguel Hidalgo 2a Seccion,-99.1989823,19.2846519
I-20220102-0036,02/01/2022,R-20220102-0079,02/01/2022,14:35:49,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Alvaro Obregon,Jardines Del Pedregal,-99.2166263,19.3151124
I-20220102-0037,02/01/2022,R-20220102-0082,02/01/2022,14:43:53,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Pueblo Santa Maria Malinalco,-99.180489,19.4773066
I-20220102-0038,02/01/2022,R-20220102-0083,02/01/2022,14:47:41,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Iztapalapa,Barrio San Antonio Culhuacan,-99.1090397,19.338834
I-20220102-0039,02/01/2022,R-20220102-0085,02/01/2022,14:55:31,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Reforma Social,-99.2190648,19.4295612
I-20220102-0040,02/01/2022,R-20220102-0086,02/01/2022,14:56:09,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Paseos De Taxquenia,-99.12463793,19.34362176
I-20220102-0041,02/01/2022,R-20220102-0087,02/01/2022,14:58:09,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Ocotla,-99.1561676,19.2121395
I-20220102-0042,02/01/2022,R-20220102-0090,02/01/2022,15:05:29,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Narciso Mendoza,-99.1280414,19.2910357
I-20220102-0043,02/01/2022,R-20220102-0091,02/01/2022,15:05:39,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Agricola Pantitlan,-99.0704042,19.4079721
I-20220102-0044,02/01/2022,R-20220102-0092,02/01/2022,15:09:07,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Ampliacion Gabriel Hernandez,-99.1041549,19.5057967
I-20220102-0045,02/01/2022,R-20220102-0097,02/01/2022,15:20:17,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0046,02/01/2022,R-20220102-0099,02/01/2022,15:24:00,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Palmitas,-99.02918248,19.33350838
I-20220102-0047,02/01/2022,R-20220102-0103,02/01/2022,15:30:17,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,El Retonio,-99.1251912,19.3704439
I-20220102-0048,02/01/2022,R-20220102-0104,02/01/2022,15:32:20,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,C T M Atzacoalco,-99.1002032,19.5068847
I-20220102-0049,02/01/2022,R-20220102-0107,02/01/2022,15:38:38,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Castillo Grande,-99.13953066,19.53807303
I-20220102-0050,02/01/2022,R-20220102-0108,02/01/2022,15:44:03,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0051,02/01/2022,R-20220102-0109,02/01/2022,15:46:08,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Pueblo De Santiago Atzacoalco,-99.0992066,19.4939769
I-20220102-0052,02/01/2022,R-20220102-0106,02/01/2022,15:34:46,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Gabriel Hernandez,-99.0984118,19.5014256
I-20220102-0053,02/01/2022,R-20220102-0105,02/01/2022,15:32:54,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Sur,-99.162753,19.4077077
I-20220102-0054,02/01/2022,R-20220102-0110,02/01/2022,15:54:16,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1549794,19.5207864
I-20220102-0055,02/01/2022,R-20220102-0112,02/01/2022,15:57:59,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.133862,19.4559953
I-20220102-0056,02/01/2022,R-20220102-0102,02/01/2022,15:28:23,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.1841513,19.3809912
I-20220102-0057,02/01/2022,R-20220102-0115,02/01/2022,16:01:44,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Bosques De Las Lomas,-99.2577219,19.3841539
I-20220102-0058,02/01/2022,R-20220102-0116,02/01/2022,16:04:46,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1239874,19.5008463
I-20220102-0059,02/01/2022,R-20220102-0113,02/01/2022,15:59:35,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Culhuacan Ctm Seccion Viii,-99.1066056,19.3162386
I-20220102-0060,02/01/2022,R-20220102-0118,02/01/2022,16:12:03,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Palmitas,-99.0284953,19.3336268
I-20220102-0061,02/01/2022,R-20220102-0117,02/01/2022,16:07:48,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0062,02/01/2022,R-20220102-0088,02/01/2022,15:00:56,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 3a Seccion,-99.203271,19.2820625
I-20220102-0063,02/01/2022,R-20220102-0121,02/01/2022,16:19:52,Agua Potable,Falta de agua,Ciudadano (Call Center),Azcapotzalco,Aguilera,-99.1532933,19.4730754
I-20220102-0064,02/01/2022,R-20220102-0122,02/01/2022,16:22:25,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Tlalmille,-99.1856038,19.2593446
I-20220102-0065,02/01/2022,R-20220102-0123,02/01/2022,16:26:25,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.133862,19.4559953
I-20220102-0066,02/01/2022,R-20220102-0111,02/01/2022,15:54:26,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1237632,19.5009535
I-20220102-0067,02/01/2022,R-20220102-0120,02/01/2022,16:15:10,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Culhuacan Ctm Seccion Viii,-99.1066056,19.3162386
I-20220102-0068,02/01/2022,R-20220102-0124,02/01/2022,16:28:53,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0069,02/01/2022,R-20220102-0119,02/01/2022,16:13:37,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1746461,19.37007149
I-20220102-0070,02/01/2022,R-20220102-0126,02/01/2022,16:32:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Bellavista,-99.1920224,19.3966535
I-20220102-0071,02/01/2022,R-20220102-0114,02/01/2022,16:01:09,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,San Antonio Culhuacan,-99.109956,19.3343793
I-20220102-0072,02/01/2022,R-20220102-0101,02/01/2022,15:28:06,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Vasco De Quiroga,-99.0981808,19.4927804
I-20220102-0073,02/01/2022,R-20220102-0128,02/01/2022,17:02:56,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.22890991,19.37168782
I-20220102-0074,02/01/2022,R-20220102-0129,02/01/2022,17:05:17,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,San Miguel Xicalco,-99.1642971,19.2352214
I-20220102-0075,02/01/2022,R-20220102-0127,02/01/2022,16:43:39,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,7 De Julio,-99.1125017,19.4325959
I-20220102-0076,02/01/2022,R-20220102-0100,02/01/2022,15:26:15,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Narvarte Oriente,-99.1488213,19.3885831
I-20220102-0077,02/01/2022,R-20220102-0098,02/01/2022,15:22:32,Agua Potable,Falta de agua,Ciudadano (Call Center),Cuauhtemoc,Obrera,-99.1365521,19.418866
I-20220102-0078,02/01/2022,R-20220102-0078,02/01/2022,14:35:22,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Narciso Mendoza,-99.1280414,19.2910357
I-20220102-0079,02/01/2022,R-20220102-0096,02/01/2022,15:18:51,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Alamos,-99.1382645,19.3977496
I-20220102-0080,02/01/2022,R-20220102-0095,02/01/2022,15:16:06,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.1331772,19.4577653
I-20220102-0081,02/01/2022,R-20220102-0094,02/01/2022,15:13:15,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santa Ursula,-99.1487602,19.3114935
I-20220102-0082,02/01/2022,R-20220102-0089,02/01/2022,15:02:04,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Tlalmille,-99.1872801,19.2598051
I-20220102-0083,02/01/2022,R-20220102-0081,02/01/2022,14:43:10,Agua Potable,Fuga,Ciudadano (Call Center),La Magdalena Contreras,San Jeronimo Lidice,-99.223741,19.3256248
I-20220102-0084,02/01/2022,R-20220102-0080,02/01/2022,14:37:58,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Espartaco,-99.1360814,19.315682
I-20220102-0085,02/01/2022,R-20220102-0084,02/01/2022,14:48:47,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Lomas De Plateros,-99.1957677,19.3669856
I-20220102-0086,02/01/2022,R-20220102-0076,02/01/2022,14:34:47,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Gustavo A. Madero,La Pradera,-99.0658907,19.4760351
I-20220102-0087,02/01/2022,R-20220102-0074,02/01/2022,14:28:54,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Cuauhtemoc,Santa Maria La Ribera,-99.1586724,19.4509109
I-20220102-0088,02/01/2022,R-20220102-0073,02/01/2022,14:27:40,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.0427539,19.3270666
I-20220102-0089,02/01/2022,R-20220102-0072,02/01/2022,14:27:02,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Narvarte Poniente,-99.15941,19.3927373
I-20220102-0090,02/01/2022,R-20220102-0070,02/01/2022,14:23:35,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 4a Seccion,-99.2098251,19.2743679
I-20220102-0091,02/01/2022,R-20220102-0069,02/01/2022,14:19:06,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Portales Norte,-99.1458963,19.371392
I-20220102-0092,02/01/2022,R-20220102-0068,02/01/2022,14:16:44,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Coyoacan,Barrio Santa Catarina,-99.1743289,19.3510403
I-20220102-0093,02/01/2022,R-20220102-0067,02/01/2022,14:16:35,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Ocotla,-99.1561676,19.2121395
I-20220102-0094,02/01/2022,R-20220102-0061,02/01/2022,14:04:20,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Ciudad Universitaria,-99.1859419,19.3370313
I-20220102-0095,02/01/2022,R-20220102-0057,02/01/2022,13:57:23,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Iztapalapa,Tepalcates,-99.0542312,19.3952643
I-20220102-0096,02/01/2022,R-20220102-0135,02/01/2022,17:39:05,Agua Potable,Falta de agua,Ciudadano (Call Center),Miguel Hidalgo,Tacuba,-99.1879043,19.4545123
I-20220102-0097,02/01/2022,R-20220102-0134,02/01/2022,17:37:29,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Belem De Las Flores,-99.2176476,19.397095
I-20220102-0098,02/01/2022,R-20220102-0133,02/01/2022,17:35:45,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Cuauhtemoc,Roma Norte,-99.1642694,19.4202688
I-20220102-0099,02/01/2022,R-20220102-0132,02/01/2022,17:33:51,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.174721,19.3725383
I-20220102-0100,02/01/2022,R-20220102-0131,02/01/2022,17:33:30,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Coyoacan,Romero De Terreros,-99.1756467,19.337202
I-20220102-0101,03/01/2022,R-20220102-0136,02/01/2022,17:55:20,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Ocotla,-99.1561676,19.2121395
I-20220102-0102,03/01/2022,R-20220102-0130,02/01/2022,17:31:22,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Gustavo A. Madero,Santa Rosa,-99.1672662,19.5218875
I-20220102-0103,03/01/2022,R-20220102-0137,02/01/2022,17:59:18,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.0997292,19.4202122
I-20220102-0104,03/01/2022,R-20220102-0056,02/01/2022,13:55:21,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1263574,19.5017718
I-20220102-0105,03/01/2022,R-20220102-0139,02/01/2022,18:10:18,Agua Potable,Falta de agua,Ciudadano (Call Center),Cuauhtemoc,Peralvillo,-99.13344,19.46469
I-20220102-0106,03/01/2022,R-20220102-0138,02/01/2022,18:01:42,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,San Rafael,-99.1637072,19.4413637
I-20220102-0107,03/01/2022,R-20220102-0142,02/01/2022,18:17:05,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0108,03/01/2022,R-20220102-0141,02/01/2022,18:16:23,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Napoles,-99.1744831,19.3978907
I-20220102-0109,03/01/2022,R-20220102-0147,02/01/2022,18:38:12,Agua Potable,Falta de agua,Ciudadano (Call Center),Miguel Hidalgo,Tacuba,-99.1882396,19.454737
I-20220102-0110,03/01/2022,R-20220102-0146,02/01/2022,18:29:56,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.170663,19.3718717
I-20220102-0111,03/01/2022,R-20220102-0145,02/01/2022,18:29:26,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Hermosillo,-99.126852,19.3443678
I-20220102-0112,03/01/2022,R-20220102-0144,02/01/2022,18:25:13,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Reforma Social,-99.2107544,19.4333632
I-20220102-0113,03/01/2022,R-20220102-0143,02/01/2022,18:20:49,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Napoles,-99.1744831,19.3978907
I-20220102-0114,03/01/2022,R-20220102-0149,02/01/2022,18:50:11,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.167013,19.3233394
I-20220102-0115,03/01/2022,R-20220102-0150,02/01/2022,19:02:15,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.183015,19.3815747
I-20220102-0116,03/01/2022,R-20220102-0148,02/01/2022,18:48:33,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Pueblo Santa Maria Nativitas,-99.0925451,19.2469721
I-20220102-0117,03/01/2022,R-20220102-0152,02/01/2022,19:06:46,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2195719,19.3768348
I-20220102-0118,03/01/2022,R-20220102-0155,02/01/2022,19:33:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0119,03/01/2022,R-20220102-0156,02/01/2022,19:37:48,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Molino De Rosas,-99.1972388,19.3726646
I-20220102-0120,03/01/2022,R-20220102-0154,02/01/2022,19:29:48,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0121,03/01/2022,R-20220102-0157,02/01/2022,19:45:48,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Benito Juarez,Vertiz Narvarte,-99.1579882,19.3795458
I-20220102-0122,03/01/2022,R-20220102-0153,02/01/2022,19:18:46,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 3a Seccion,-99.2335893,19.2847053
I-20220102-0123,03/01/2022,R-20220102-0151,02/01/2022,19:05:57,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2195706,19.3768353
I-20220102-0124,03/01/2022,R-20220102-0140,02/01/2022,18:15:06,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Zona Escolar,-99.144933,19.542228
I-20220102-0125,03/01/2022,R-20220102-0158,02/01/2022,19:49:58,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2195719,19.3768348
I-20220102-0126,03/01/2022,R-20220102-0055,02/01/2022,13:53:49,Agua Potable,Fuga,"C-5 (Proteccion Civil, Bomberos, Locatel)",Iztapalapa,Ejercito De Agua Prieta,-99.0381059,19.3685715
I-20220102-0127,03/01/2022,R-20220102-0054,02/01/2022,13:52:03,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Pueblo Tizapan,-99.2034912,19.3349588
I-20220102-0128,03/01/2022,R-20220102-0023,02/01/2022,10:18:56,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.0997292,19.4202122
I-20220102-0129,03/01/2022,R-20220102-0167,02/01/2022,20:37:49,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1726199,19.3695285
I-20220102-0130,03/01/2022,R-20220102-0166,02/01/2022,20:36:30,Agua Potable,Falta de agua,Ciudadano (Call Center),Azcapotzalco,Centro De Azcapotzalco,-99.1886749,19.4846606
I-20220102-0131,03/01/2022,R-20220102-0165,02/01/2022,20:33:27,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,San Jeronimo,-99.093865,19.2490736
I-20220102-0132,03/01/2022,R-20220102-0168,02/01/2022,20:53:00,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Culhuacan Ctm Seccion Viii,-99.1066056,19.3162386
I-20220102-0133,03/01/2022,R-20220102-0164,02/01/2022,20:33:15,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Ejercito De Oriente Zona Penion,-99.0253035,19.3687627
I-20220102-0134,03/01/2022,R-20220102-0162,02/01/2022,20:25:56,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0135,03/01/2022,R-20220102-0161,02/01/2022,20:16:14,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Pueblo San Juan De Aragon,-99.0881122,19.4690335
I-20220102-0136,03/01/2022,R-20220102-0160,02/01/2022,20:05:25,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Sur,-99.1616052,19.4078008
I-20220102-0137,03/01/2022,R-20220102-0159,02/01/2022,20:01:30,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2247636,19.3734238
I-20220102-0138,03/01/2022,R-20220102-0022,02/01/2022,10:15:45,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.167013,19.3233394
I-20220102-0139,03/01/2022,R-20220102-0169,02/01/2022,21:01:26,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,San Juan Tepeximilpa,-99.192328,19.2724666
I-20220102-0140,03/01/2022,R-20220102-0021,02/01/2022,10:12:43,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Josefa Ortiz De Dominguez,-99.1423655,19.3874932
I-20220102-0141,03/01/2022,R-20220102-0181,02/01/2022,22:21:02,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.1333275,19.4576597
I-20220102-0143,03/01/2022,R-20220102-0183,02/01/2022,22:28:56,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.167013,19.3233394
I-20220102-0144,03/01/2022,R-20220102-0182,02/01/2022,22:24:03,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Ejercito De Oriente Zona Penion,-99.0262639,19.3677192
I-20220102-0145,03/01/2022,R-20220102-0180,02/01/2022,22:18:44,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.167013,19.3233394
I-20220102-0146,03/01/2022,R-20220102-0179,02/01/2022,22:07:21,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Vasco De Quiroga,-99.0937171,19.4901572
I-20220102-0147,03/01/2022,R-20220102-0177,02/01/2022,21:51:47,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Copilco Universidad,-99.1761802,19.3360581
I-20220102-0148,03/01/2022,R-20220102-0176,02/01/2022,21:48:05,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ex Hipodromo De Peralvillo,-99.1331772,19.4577653
I-20220102-0149,03/01/2022,R-20220102-0175,02/01/2022,21:29:57,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1749339,19.3705505
I-20220102-0150,03/01/2022,R-20220102-0174,02/01/2022,21:22:11,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Unidad Cuitlahuac,-99.1687952,19.4725051
I-20220102-0151,03/01/2022,R-20220102-0173,02/01/2022,21:19:33,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.1681708,19.326854
